Borough,Party,Office / Contest,district_type,district_id,district_label,vote_for,candidate_count,candidates,contested
Brooklyn,Democratic,County Committee,assembly,54,037/54,3,3,"['Domingo Lopez', 'Fernando Nuesi', 'Jorge P. Gonzalez']",True
Brooklyn,Democratic,County Committee,assembly,43,038/43,4,3,"['Etima Daley', 'Damion Trent', 'Latrell K. Baker']",True
Brooklyn,Democratic,County Committee,assembly,43,038/43,4,4,"['Suwen Cheong', 'Christopher M. Grimshaw', 'Gideon D. Lazarus', 'Rafael A. Roa']",True
Brooklyn,Democratic,County Committee,assembly,54,040/54,4,2,"['Paperboy Love Prince', 'Alexis Elder']",True
Brooklyn,Democratic,County Committee,assembly,54,040/54,4,4,"['Sergei Champagne', 'Charles J. Monaco', 'Christian Daniel Rivera', 'Christy S. Loutre']",True
Brooklyn,Democratic,County Committee,assembly,42,041/42,4,1,['Christopher G. Maisano'],False
Brooklyn,Democratic,County Committee,assembly,42,041/42,4,4,"['Chaim Y. Hirsch', 'Doris Singh', 'Zev Egert', 'Denton Black']",True
Brooklyn,Democratic,County Committee,assembly,54,042/54,3,3,"['Dinorka R. Ogando', 'Fausto Bran', 'Heather Black']",True
Brooklyn,Democratic,County Committee,assembly,54,042/54,3,3,"['Jessica R. Highet', 'Michael Varley', 'Ari Amir']",True
Brooklyn,Democratic,County Committee,assembly,56,043/56,4,4,"['Pamela K. Judkins', 'Lalena M. Fernandez-Butler', 'Kevin Butler', 'Tywana J. Wilson']",True
Brooklyn,Democratic,County Committee,assembly,56,043/56,4,4,"['Michael B. Bailey Jr.', 'Regina Edwards', 'Laurel L. Girvan', 'Danielle R. Naven']",True
Brooklyn,Democratic,County Committee,assembly,54,048/54,4,4,"['Eliseo Ruiz', 'Luz Ruiz', 'Raul King', 'Belkis King']",True
Brooklyn,Democratic,County Committee,assembly,54,048/54,4,1,['Britta Afae'],False
Brooklyn,Democratic,County Committee,assembly,42,049/42,4,3,"['Alix C. Vernet', 'Yanick N. Vernet', 'Carlon E. Williams']",True
Brooklyn,Democratic,County Committee,assembly,42,049/42,4,4,"['David A. Karopkin', 'Eleanor H. Nussbaum', 'Raymond P. Oneill', 'Susan K. Oneill']",True
Brooklyn,Democratic,County Committee,assembly,54,049/54,3,2,"['Anita Haines', 'Abdul Sattar']",True
Brooklyn,Democratic,County Committee,assembly,54,049/54,3,3,"['Kimberly Rosario', 'Nelson J. Padilla', 'Humberto Gomez']",True
Brooklyn,Democratic,County Committee,assembly,54,049/54,3,1,['Lauren Martin'],False
Brooklyn,Democratic,County Committee,assembly,42,050/42,4,2,"['Raina L. Clark-Gaun', 'B. S. Garron-Caine']",True
Brooklyn,Democratic,County Committee,assembly,42,050/42,4,4,"['Wayne Lamont', 'Glen McMillan', 'Blasmith Philemonth', 'Blondell Lighty']",True
Brooklyn,Democratic,County Committee,assembly,45,051/45,2,2,"['Esther Haddad', 'David Haddad']",True
Brooklyn,Democratic,County Committee,assembly,45,051/45,2,2,"['Craig R. Hammerman', 'Michelle R. Barnes-Anderson']",True
Brooklyn,Democratic,County Committee,assembly,44,052/44,2,2,"['John Cavanagh', 'Karen Cavanagh']",True
Brooklyn,Democratic,County Committee,assembly,44,052/44,2,2,"['Waqil Ahmen', 'Mujtaba A. Razvi']",True
Brooklyn,Democratic,County Committee,assembly,58,053/58,4,4,"['Joan Bender', 'Elizabeth G. Ellis', 'Pamela Stephens', 'Jasmine Crystal Vidal']",True
Brooklyn,Democratic,County Committee,assembly,58,053/58,4,4,"['Deborah Rozier', 'Sharon Vidal', 'Cecelia Foster', 'Denise Bowman']",True
Brooklyn,Democratic,County Committee,assembly,44,055/44,2,2,"['Nicole Cata', 'Benjamin Theodore']",True
Brooklyn,Democratic,County Committee,assembly,44,055/44,2,2,"['Noorin Pervaiz', 'Mansoor U. Hassan']",True
Brooklyn,Democratic,County Committee,assembly,54,056/54,3,3,"['Richard A. Wingert', 'Mary C. Colbert', 'Sara L. Haines']",True
Brooklyn,Democratic,County Committee,assembly,54,056/54,3,3,"['Angelic K. Oliveras', 'Antonina Anderson', 'Bernice Walker']",True
Brooklyn,Democratic,County Committee,assembly,58,057/58,4,4,"['Valerie Woodford', 'Doleisha S. Robinson', 'Nicholas D. Chandler', 'Orisha R. Porter']",True
Brooklyn,Democratic,County Committee,assembly,58,057/58,4,4,"['Alban Boucher', 'Jacqueline McRae', 'Joy McRae', 'Waymond A. Carey']",True
Brooklyn,Democratic,County Committee,assembly,43,059/43,4,2,"['Eula M. Dixon', 'Leda F. Davis']",True
Brooklyn,Democratic,County Committee,assembly,43,059/43,4,4,"['John H. Sagan', 'Timothy G. Hunter', 'Rita C. Joseph', 'Jeanne M. Baron']",True
Brooklyn,Democratic,County Committee,assembly,58,062/58,4,1,['Randolph R. Waterman'],False
Brooklyn,Democratic,County Committee,assembly,58,062/58,4,4,"['Omar Boucher', 'Elaine Reid', 'Lorna Cummings', 'Terry Gales']",True
Brooklyn,Democratic,County Committee,assembly,44,077/44,2,2,"['George Albro', 'Matthew McMorrow']",True
Brooklyn,Democratic,County Committee,assembly,44,077/44,2,2,"['Sharif Ahmad', 'Dillram Jan']",True
Brooklyn,Democratic,Delegate to Judicial Convention,assembly,54,54th Assembly District,6,1,['Paperboy Love Prince'],False
Brooklyn,Democratic,Delegate to Judicial Convention,assembly,54,54th Assembly District,6,6,"['Pablo Rivera', 'Denise Peace', 'Paula A. Melendez', 'Juan C. Rodriguez', 'Brunilda Cortes', 'Evelyn Muller']",True
Brooklyn,Democratic,Delegate to Judicial Convention,assembly,57,57th Assembly District,13,13,"['Jeanessa R. Walker', 'Tanja Richardson', 'Quincy Auger', 'Tara Kumar', 'John Adelman', 'Derek Murphy', 'Leigha Gillespie', 'Shaquana D. Boykin', 'Brian Chelcun', 'Roslyn Lurye Tate', 'Ketriana Yvonne', 'Khyrie Alleyne', 'Janice Henderson']",True
Brooklyn,Democratic,Delegate to Judicial Convention,assembly,57,57th Assembly District,13,7,"['Charmel B. Rogers', 'Nilda Acevedo', 'Darlene Bashir', 'Terri Connelly', 'Burton A. Lewis', 'Thea J. Ogunusi', 'Michael Boomer']",True
Brooklyn,Democratic,Delegate to Judicial Convention,assembly,58,58th Assembly District,10,10,"['Kevin Parker', 'Farah N. Louis', 'Marietta Small', 'Deborah Bourne', 'Sabrina Dieujuste', 'Velda Jeffrey', 'Omar C. Boucher', 'Andrenia C. Burgis', 'Joan M. L. Alexander-Bakiriddin', 'Francis X. Shea']",True
Brooklyn,Democratic,Delegate to Judicial Convention,assembly,58,58th Assembly District,10,10,"['Ernest Skinner', 'Nicole Robinson-Etienne', 'Charles O. Galbreath', 'Yvonne M. Chandler', 'R. Eric Waterman', 'Dalton Robinson', 'June Persaud', 'Donna Phillips', 'Judy Porter', 'Dionne L. Davis']",True
Brooklyn,Democratic,Judge of the Civil Court,court,,District - 6th Municipal Court District - Kings,1,2,"['Janice P. Purvis', 'Michelle Desouza']",True
Brooklyn,Democratic,Judge of the Civil Court,court,,District - 8th Municipal Court District - Kings,1,2,"['Abbye L. Lawrence', 'Susan A. Liebman']",True
Brooklyn,Democratic,Member of the Assembly,assembly,43,43rd Assembly District,1,2,"['Ahron Gluck', 'Brian-Christopher A. Cunningham']",True
Brooklyn,Democratic,Member of the Assembly,assembly,46,46th Assembly District,1,2,"['Joseph Santangelo', 'Chris McCreight']",True
Brooklyn,Democratic,Member of the Assembly,assembly,50,50th Assembly District,1,2,"['Emily Gallagher', 'Andrew Bodiford']",True
Brooklyn,Democratic,Member of the Assembly,assembly,52,52nd Assembly District,1,2,"['Jo Anne Simon', 'Lydia Bella Green']",True
Brooklyn,Democratic,Member of the Assembly,assembly,54,54th Assembly District,1,2,"['Christian Celeste Tate', 'Erik Martin Dilan']",True
Brooklyn,Democratic,Member of the Assembly,assembly,56,56th Assembly District,1,3,"['Michael Bailey', 'Stefani L. Zinerman', 'Eon Huntley']",True
Brooklyn,Democratic,Member of the Assembly,assembly,57,57th Assembly District,1,2,"['Samantha N. Johnson', 'Phara Souffrant Forrest']",True
Brooklyn,Democratic,Member of the Assembly,assembly,59,59th Assembly District,1,2,"['Jaime R. Williams', 'Jibreel Jalloh']",True
Brooklyn,Democratic,Representative in Congress,congress,10,10th Congressional District,1,2,"['Dan Goldman', 'Brad Lander']",True
Brooklyn,Democratic,Representative in Congress,congress,11,11th Congressional District,1,2,"['Allison Ziogas', 'Mike DeCillis']",True
Brooklyn,Democratic,Representative in Congress,congress,7,7th Congressional District,1,4,"['Vichal Kumar', 'Antonio Reynoso', 'Claire Valdez', 'Julie Won']",True
Brooklyn,Democratic,Representative in Congress,congress,9,9th Congressional District,1,3,"['Mike Goldfarb', 'Yvette D. Clarke', 'Joshua A. Bristol']",True
Brooklyn,Democratic,State Committee,assembly,43,43rd Assembly District,2,2,"['Michelle Tege', 'Anthony Beckford']",True
Brooklyn,Democratic,State Committee,assembly,43,43rd Assembly District,2,2,"['Nakisha O. Evans', 'Akel K. Williams']",True
Brooklyn,Democratic,State Committee,assembly,54,54th Assembly District,2,1,['Alan Gamboa'],False
Brooklyn,Democratic,State Committee,assembly,54,54th Assembly District,2,1,['Sandy Nurse'],False
Brooklyn,Democratic,State Committee,assembly,54,54th Assembly District,2,2,"['Arleny Alvarado-McCalla', 'Heriberto Mateo']",True
Brooklyn,Democratic,State Committee,assembly,56,56th Assembly District,2,2,"['Kenesha Traynham-Cooper', 'Henry L. Butler']",True
Brooklyn,Democratic,State Committee,assembly,56,56th Assembly District,2,2,"['Carmella C. Charrington', 'Omar Hardy']",True
Brooklyn,Democratic,State Committee,assembly,57,57th Assembly District,2,2,"['Shaquana D. Boykin', 'Akwasi Agyeman']",True
Brooklyn,Democratic,State Committee,assembly,57,57th Assembly District,2,1,['Maisha Morales'],False
Brooklyn,Democratic,State Committee,assembly,57,57th Assembly District,2,1,['Michael Boomer'],False
Brooklyn,Democratic,State Committee,assembly,58,58th Assembly District,2,1,['Mercedes Narcisse'],False
Brooklyn,Democratic,State Committee,assembly,58,58th Assembly District,2,2,"['Monique Chandler-Waterman', 'Kevin S. Parker']",True
Brooklyn,Democratic,State Committee,assembly,59,59th Assembly District,2,2,"['Jaime R. Williams', 'Frank R. Seddio']",True
Brooklyn,Democratic,State Committee,assembly,59,59th Assembly District,2,1,['Stanley Scutt'],False
Brooklyn,Democratic,State Comptroller,citywide,,Citywide,1,3,"['Thomas P. DiNapoli', 'Drew Warshaw', 'Raj Goyle']",True
Brooklyn,Democratic,State Senator,senate,12,12th Senatorial District,1,2,"['Steven B. Raga', 'Aber Kawas']",True
Brooklyn,Democratic,State Senator,senate,15,15th Senatorial District,1,2,"['Albert Baldeo', 'Joseph P. Addabbo Jr.']",True
Brooklyn,Democratic,State Senator,senate,23,23rd Senatorial District,1,2,"['Omar Mohamad', 'Jessica Scarcella-Spanton']",True
Brooklyn,Democratic,State Senator,senate,25,25th Senatorial District,1,2,"['Marlon Rice', 'Jabari Brisport']",True
Brooklyn,Republican,State Senator,senate,22,22nd Senatorial District,1,2,"['Bernard Vaiselberg', 'Carl Caller']",True
Manhattan,Democratic,Alternate Delegate to the Judicial Convention,assembly,66,66th Assembly District,15,14,"['Richard F. Braun', 'Jason Gerson', 'Judith A. Jacobson', 'Thomas Smoot Jr.', 'Robert G. Rosenthal', 'Lois A. Rakoff', 'Karla Moskowitz', 'Frances Curtis', 'Patricia A. Laraia', 'Jasper Price', 'Ritu R. Chattree', 'Michael Levario', 'Alfred R. Fuente', 'Megan E. Pascarella']",True
Manhattan,Democratic,Alternate Delegate to the Judicial Convention,assembly,66,66th Assembly District,15,6,"['Alan Ross', 'Carmin Gonzalez', 'Deborah Finston', 'Shelly Warwick', 'Raymond W. Cline', 'Mark Fraiden']",True
Manhattan,Democratic,Alternate Delegate to the Judicial Convention,assembly,68,68th Assembly District,10,8,"['William Bellber-Bentancourt', 'Wendy Taylor', 'Rosa M. Rivera', 'Marcus A. Sanchez Jr.', 'Lecora Prince-Okeagu', 'Wendy Chan', 'Sandra Perez', 'Edward Davis']",True
Manhattan,Democratic,Alternate Delegate to the Judicial Convention,assembly,68,68th Assembly District,10,9,"['Melanie Ruiz', 'Melinda Velez', 'Ismael Rodriguez', 'Kaliris Salas-Ramirez', 'Juhaib Choudhury', 'Raymond Santana', 'Corazon D. Grajales', 'Mildred Jerrell', 'Christal Williams']",True
Manhattan,Democratic,Alternate Delegate to the Judicial Convention,assembly,68,68th Assembly District,10,8,"['Belia Owens', 'Joseph Poole', 'Esther DeVore', 'Barbara Butler', 'Lili Ramirez', 'Evelis Galarza-Serrano', 'Alex Alvarez Diaz', 'Krystal Roper']",True
Manhattan,Democratic,Alternate Delegate to the Judicial Convention,assembly,72,72nd Assembly District,8,8,"['Maurice A. Edwards', 'Barbara M. Frazier', 'Iris Baltazar', 'Hector Vasquez', 'Erwin Fernandez', 'Mariam James', 'Micaela Lugo', 'Elizabeth Balaguer']",True
